BJD - 2454833, Corrected Flux
2426.104411503, 1.003725296,
2426.124843335, 1.003763717,
2426.145275066, 1.003593606,
2426.165706697, 1.003836877,
2426.186138528, 1.003804264,
2426.206570259, 1.004028326,
2426.227001890, 1.003756788,
2426.247433720, 1.003536248,
2426.267865451, 1.003777335,
2426.288297181, 1.003709122,
2426.308728910, 1.003808093,
2426.329160640, 1.003739542,
2426.349592370, 1.003656155,
2426.370024099, 1.003747932,
2426.390455828, 1.003689420,
2426.410887557, 1.003773685,
2426.431319286, 1.003740045,
2426.451751014, 1.003694905,
2426.472182843, 1.003873021,
2426.492614471, 1.003719833,
2426.513046299, 1.003590492,
2426.533478027, 1.003659463,
2426.553909654, 1.003812377,
2426.574341482, 1.003855975,
2426.594773209, 1.003799835,
2426.615204836, 1.003991502,
2426.635636663, 1.003876521,
2426.656068389, 1.003862328,
2426.676500016, 1.003922625,
2426.696931842, 1.004034560,
2426.717363569, 1.003767848,
2426.737795194, 1.003738323,
2426.758227020, 1.003660211,
2426.778658746, 1.003837422,
2426.799090571, 1.003834735,
2426.819522196, 1.003896072,
2426.839953921, 1.003890845,
2426.860385746, 1.003586498,
2426.880817371, 1.003797648,
2426.901249095, 1.003851233,
2426.921680820, 1.003926374,
2426.942112644, 1.004075573,
2426.962544268, 1.004007294,
2426.982976091, 1.003869689,
2427.003407715, 1.003811532,
2427.023839538, 1.003882297,
2427.044271261, 1.003898720,
2427.064702884, 1.003786471,
2427.085134707, 1.004120592,
2427.105566430, 1.003951306,
2427.125998052, 1.004000942,
2427.146429874, 1.003816619,
2427.166861596, 1.003919173,
2427.187293218, 1.003791853,
2427.207725040, 1.004118150,
2427.228156762, 1.003792836,
2427.248588383, 1.004021267,
2427.269020204, 1.003857626,
2427.289451925, 1.004161838,
2427.309883746, 1.004017795,
2427.330315367, 1.003906138,
2427.350747087, 1.003947849,
2427.371178908, 1.004210295,
2427.391610528, 1.004241837,
2427.412042248, 1.003987036,
2427.452905787, 1.004127883,
2427.473337406, 1.004021591,
2427.493769225, 1.004170540,
2427.514200944, 1.004088061,
2427.534632663, 1.004306282,
2427.575496100, 1.004567738,
2427.657222973, 1.004755778,
2427.698086408, 1.004503844,
2427.718518125, 1.004584941,
2427.738949842, 1.004416650,
2427.759381659, 1.004514124,
2427.779813276, 1.004322622,
2427.820676809, 1.004613849,
2427.841108425, 1.004773099,
2427.861540141, 1.004514945,
2427.881971957, 1.004561368,
2427.902403573, 1.004498375,
2427.922835288, 1.004542025,
2427.943267103, 1.004597434,
2427.963698819, 1.004581190,
2427.984130533, 1.004782412,
2428.004562248, 1.004573829,
2428.024993963, 1.005034616,
2428.045425678, 1.004761438,
2428.065857392, 1.004614887,
2428.086289106, 1.004516774,
2428.106720920, 1.004661240,
2428.127152534, 1.004811219,
2428.147584247, 1.004792264,
2428.168016061, 1.004805636,
2428.188447674, 1.004730131,
2428.208879387, 1.004761957,
2428.229311200, 1.004616019,
2428.249742813, 1.004591145,
2428.270174625, 1.004827748,
2428.290606338, 1.004960342,
2428.311037950, 1.004794069,
2428.331469762, 1.004840507,
2428.351901474, 1.004524906,
2428.372333086, 1.004745515,
2428.392764897, 1.004828298,
2428.413196509, 1.004582626,
2428.433628220, 1.004875319,
2428.454060031, 1.004898160,
2428.474491642, 1.004756796,
2428.494923453, 1.004878729,
2428.515355163, 1.004794670,
2428.535786874, 1.004952583,
2428.556218584, 1.004811122,
2428.576650294, 1.004888865,
2428.597082004, 1.004983111,
2428.617513714, 1.004945223,
2428.637945423, 1.004655166,
2428.658377132, 1.004846377,
2428.678808942, 1.004732186,
2428.699240551, 1.005001727,
2428.719672360, 1.004973426,
2428.740104068, 1.004772666,
2428.760535677, 1.005028806,
2428.780967485, 1.004995198,
2428.801399194, 1.005130023,
2428.821830802, 1.004978546,
2428.842262609, 1.002503607,
2428.862694317, 1.001663848,
2428.883125925, 1.005635628,
2428.903557732, 1.007970315,
2428.923989439, 1.010301353,
2428.944421247, 0.999272638,
2428.964852853, 0.988948314,
2428.985284560, 0.973836319,
2429.005716367, 0.969253627,
2429.026147973, 0.968958652,
2429.046579679, 0.963311782,
2429.067011386, 0.960564719,
2429.087443092, 0.958627982,
2429.107874797, 0.957606962,
2429.128306503, 0.957406064,
2429.148738208, 0.957723455,
2429.169169914, 0.959239226,
2429.189601719, 0.961596598,
2429.210033324, 0.965539175,
2429.230465129, 0.974147975,
2429.250896833, 0.989987939,
2429.271328438, 1.008405782,
2429.291760242, 1.025706794,
2429.312191946, 1.039880346,
2429.332623550, 1.044905285,
2429.353055354, 1.026470834,
2429.373487058, 1.025688187,
2429.393918661, 1.021096223,
2429.414350465, 1.005031389,
2429.434782168, 1.005094261,
2429.455213971, 1.006925627,
2429.475645574, 1.008472147,
2429.496077276, 1.011056421,
2429.536940682, 1.004997746,
2429.557372384, 1.004878831,
2429.577804186, 1.006343050,
2429.598235888, 1.004983246,
2429.618667490, 1.005082940,
2429.639099291, 1.005161215,
2429.659530993, 1.005227021,
2429.679962694, 1.005227371,
2429.700394395, 1.005140752,
2429.720826096, 1.005195941,
2429.741257797, 1.005503004,
2429.761689498, 1.005226530,
2429.782121098, 1.005135320,
2429.802552899, 1.005216939,
2429.822984599, 1.005077400,
2429.843416299, 1.005325978,
2429.863847999, 1.005082986,
2429.884279699, 1.005093873,
2429.904711498, 1.005149310,
2429.925143098, 1.005169649,
2429.945574797, 1.005247205,
2429.966006596, 1.005307812,
2429.986438195, 1.005309002,
2430.006869894, 1.005034797,
2430.027301693, 1.005163696,
2430.047733291, 1.005434676,
2430.068164990, 1.005342396,
2430.088596788, 1.005299247,
2430.109028386, 1.005426035,
2430.129460184, 1.005521581,
2430.149891882, 1.005029085,
2430.170323579, 1.005240176,
2430.190755277, 1.005075879,
2430.211186974, 1.005365450,
2430.231618671, 1.005548139,
2430.272482065, 1.005631061,
2430.292913762, 1.005470898,
2430.313345558, 1.005311157,
2430.333777155, 1.005297644,
2430.354208951, 1.005124394,
2430.374640647, 1.005459923,
2430.395072243, 1.005348362,
2430.415504039, 1.005549794,
2430.435935734, 1.005441335,
2430.456367330, 1.005404452,
2430.476799125, 1.005225987,
2430.497230820, 1.005191502,
2430.517662416, 1.005334216,
2430.538094210, 1.005364375,
2430.558525805, 1.005478712,
2430.578957600, 1.005243484,
2430.599389294, 1.005602257,
2430.619820889, 1.005217774,
2430.640252683, 1.005557015,
2430.660684377, 1.005518580,
2430.681116071, 1.005590472,
2430.701547764, 1.005654579,
2430.721979458, 1.005511670,
2430.742411152, 1.005135426,
2430.762842845, 1.005382222,
2430.783274538, 1.005356940,
2430.803706231, 1.005663609,
2430.824138024, 1.017918598,
2430.844569617, 1.025071849,
2430.865001409, 1.046773628,
2430.885433102, 1.048968612,
2430.905864694, 1.048383909,
2430.926296486, 1.031935031,
2430.946728178, 1.021608231,
2430.967159770, 1.005782977,
2430.987591562, 1.005834538,
2431.008023253, 1.005467999,
2431.028454845, 1.005762322,
2431.048886636, 1.005534231,
2431.069318327, 1.005435499,
2431.089750118, 1.005645879,
2431.110181709, 1.005747277,
2431.130613400, 1.005492581,
2431.151045090, 1.005502603,
2431.171476781, 1.005631535,
2431.191908471, 1.005695139,
2431.212340161, 1.005901946,
2431.253203541, 1.005881948,
2431.273635231, 1.005542643,
2431.294066920, 1.005710839,
2431.314498710, 1.005498966,
2431.334930299, 1.005660709,
2431.355361988, 1.005777829,
2431.375793777, 1.005572626,
2431.396225466, 1.005664874,
2431.416657055, 1.005502479,
2431.437088844, 1.004977419,
2431.457520532, 1.006756229,
2431.743564156, 1.005797031,
2431.763995942, 1.005799975,
2431.784427629, 1.005832550,
2431.804859315, 1.006072610,
2431.825291001, 1.006069615,
2431.845722687, 1.005986133,
2431.866154372, 1.005799496,
2431.886586058, 1.005912739,
2431.907017743, 1.005708051,
2431.927449329, 1.006024065,
2431.947881114, 1.006000335,
2431.988744584, 1.005852095,
2432.009176169, 1.005820864,
2432.029607853, 1.005978177,
2432.050039638, 1.006135697,
2432.070471222, 1.006239674,
2432.090902907, 1.006154202,
2432.111334691, 1.005747086,
2432.131766275, 1.006289838,
2432.152197959, 1.003947398,
2432.172629742, 1.013235994,
2432.193061326, 1.049392703,
2432.213493109, 1.047662566,
2432.233924793, 1.028408093,
2432.254356376, 1.015715382,
2432.274788159, 1.005831087,
2432.295219842, 1.005843804,
2432.315651525, 1.006042814,
2432.336083207, 1.005919477,
2432.356514890, 1.006144463,
2432.376946573, 1.005942865,
2432.397378255, 1.005469545,
2432.417809937, 1.022098013,
2432.438241719, 1.026004759,
2432.479104983, 1.006032973,
2432.499536764, 1.006238046,
2432.519968446, 1.006255982,
2432.540400027, 1.006295945,
2432.560831808, 1.006081980,
2432.581263490, 1.006380384,
2432.601695071, 1.006076904,
2432.622126852, 1.006137166,
2432.642558432, 1.005440447,
2432.662990213, 1.006952729,
2432.683421893, 1.021719239,
2432.703853474, 1.049764128,
2432.724285254, 1.023322390,
2432.744716934, 1.006465580,
2432.765148514, 1.006052213,
2432.806011974, 1.006208721,
2432.826443653, 1.006237190,
2432.846875333, 1.006285783,
2432.867307012, 1.006250568,
2432.887738792, 1.016902665,
2432.908170371, 1.007321726,
2432.928602050, 1.008433458,
2432.969465407, 1.006241691,
2432.989897086, 1.006457617,
2433.010328865, 1.006442715,
2433.030760543, 1.006244778,
2433.051192121, 1.006206234,
2433.071623899, 1.006181381,
2433.092055577, 1.006252153,
2433.112487255, 1.006278442,
2433.132918933, 1.006218169,
2433.153350611, 1.006149071,
2433.194213966, 1.005915000,
2433.214645643, 1.006195261,
2433.235077420, 1.006121894,
2433.275940674, 1.005044005,
2433.296372351, 1.005750625,
2433.316804028, 1.006883460,
2433.337235804, 1.005992260,
2433.357667381, 1.008399155,
2433.398530833, 1.006272624,
2433.480257437, 1.006439711,
2433.500689112, 1.006420784,
2433.521120888, 1.006362961,
2433.541552564, 1.006511195,
2433.561984239, 1.006551817,
2433.582415914, 1.006760000,
2433.602847589, 1.006428693,
2433.623279264, 1.006606903,
2433.643710939, 1.006889033,
2433.705005962, 1.006324246,
2433.725437637, 1.006467955,
2433.745869411, 1.006714691,
2433.766300985, 1.006499326,
2433.786732759, 1.006567976,
2433.807164433, 1.006807605,
2433.827596007, 1.006854032,
2433.848027780, 1.006599101,
2433.868459454, 1.006663462,
2433.888891027, 1.006647426,
2433.929754474, 1.006772807,
2433.950186047, 1.006641725,
2433.970617820, 1.006754773,
2433.991049492, 1.006957731,
2434.011481165, 1.006470786,
2434.031912838, 1.006849413,
2434.052344510, 1.006535447,
2434.072776182, 1.006662692,
2434.093207855, 1.006745761,
2434.113639527, 1.006510300,
2434.134071199, 1.006532021,
2434.154502871, 1.005925224,
2434.195366314, 1.006648571,
2434.215797886, 1.006585913,
2434.236229658, 1.006475665,
2434.256661329, 1.006813068,
2434.277092900, 1.006932536,
2434.317956342, 1.006432672,
2434.358819684, 1.005899530,
2434.379251355, 1.006507936,
2434.399683125, 1.007253442,
2434.440546366, 1.006632808,
2434.460978137, 1.006807512,
2434.481409707, 1.006904139,
2434.501841377, 1.006799125,
2434.522273147, 1.006838731,
2434.542704717, 1.006866699,
2434.563136386, 1.006884447,
2434.583568156, 1.006788085,
2434.603999726, 1.006766900,
2434.624431495, 1.006988062,
2434.644863164, 1.006726733,
2434.685726503, 1.006719908,
2434.706158172, 1.006811610,
2434.726589840, 1.006778053,
2434.747021509, 1.007138019,
2434.767453178, 1.006781205,
2434.787884746, 1.006746282,
2434.808316515, 1.006837886,
2434.828748183, 1.007448064,
2434.849179951, 1.006611038,
2434.869611520, 1.006963489,
2434.930906523, 1.006910606,
2434.992201526, 1.006671341,
2435.012633194, 1.007005897,
2435.033064961, 1.006979012,
2435.053496528, 1.006557089,
2435.073928295, 1.006912788,
2435.094359962, 1.006931156,
2435.114791529, 1.006988544,
2435.135223296, 1.012085471,
2435.155654963, 1.007044951,
2435.176086629, 1.006762932,
2435.196518296, 1.012300581,
2435.216949962, 1.009511865,
2435.237381629, 1.007238320,
2435.257813295, 1.006055009,
2435.278244961, 1.006892651,
2435.298676727, 1.007024173,
2435.319108393, 1.006957673,
2435.339539959, 1.006906789,
2435.359971724, 1.006564312,
2435.421266721, 1.007063152,
2435.441698286, 1.007119131,
2435.462130051, 1.006980231,
2435.502993281, 1.007159139,
2435.523425046, 1.007116795,
2435.543856711, 1.007020353,
2435.564288276, 1.007184432,
2435.584720040, 1.007046326,
2435.605151705, 1.006950800,
2435.646015034, 1.007058575,
2435.666446698, 1.007120336,
2435.686878462, 1.007226246,
2435.707310026, 1.007244844,
2435.727741690, 1.007224288,
2435.748173454, 1.007317770,
2435.768605018, 1.007222339,
2435.789036681, 1.007419573,
2435.809468445, 1.007412828,
2435.829900008, 1.007249688,
2435.850331672, 1.007330092,
2435.870763435, 1.007261932,
2435.911626761, 1.007339375,
2435.993353413, 1.007365796,
2436.013785075, 1.007398903,
2436.034216738, 1.007408932,
2436.054648400, 1.007355722,
2436.075080063, 1.006834358,
2436.095511825, 1.008681537,
2436.115943387, 1.010308136,
2436.156806711, 1.018340875,
2436.177238373, 1.007304154,
2436.197670135, 1.007360524,
2436.218101696, 1.007156925,
2436.238533358, 1.007334958,
2436.258965120, 1.007348898,
2436.279396681, 1.007701124,
2436.299828442, 1.011875649,
2436.320260104, 1.012390570,
2436.340691765, 1.007546920,
2436.361123426, 1.007618771,
2436.381555087, 1.007446890,
2436.401986748, 1.007401594,
2436.422418409, 1.007326205,
2436.442850069, 1.007288003,
2436.463281730, 1.007477317,
2436.483713490, 1.007199044,
2436.504145051, 1.007523835,
2436.524576811, 1.012526188,
2436.545008471, 1.017006494,
2436.565440032, 1.012393007,
2436.585871792, 1.009826864,
2436.606303452, 1.011682604,
2436.647166771, 1.007553973,
2436.667598431, 1.007352387,
2436.688029991, 1.007525488,
2436.708461750, 1.007403042,
2436.728893410, 1.007543873,
2436.749325069, 1.007645573,
2436.769756729, 1.007434172,
2436.790188288, 1.007395694,
2436.810620047, 1.007521118,
2436.831051706, 1.007309600,
2436.851483265, 1.007382524,
2436.892346683, 1.007343989,
2436.912778442, 1.007474861,
2436.933210000, 1.017642216,
2436.953641659, 1.008911597,
2436.974073417, 1.007848044,
2436.994504976, 1.007892509,
2437.014936634, 1.008519177,
2437.035368392, 1.007665877,
2437.055800050, 1.007682515,
2437.076231608, 1.007725007,
2437.137526682, 1.007575237,
2437.157958340, 1.007394211,
2437.198821755, 1.007780956,
2437.219253313, 1.007669588,
2437.239684970, 1.007550825,
2437.260116728, 1.006921017,
2437.280548285, 1.006653200,
2437.300979942, 1.007425977,
2437.321411699, 1.007628564,
2437.423569983, 1.007751111,
2437.464433197, 1.007612169,
2437.484864953, 1.007823678,
2437.505296609, 1.007640666,
2437.525728266, 1.007838781,
2437.546159922, 1.007787639,
2437.566591578, 1.007920575,
2437.587023234, 1.007624063,
2437.607454890, 1.007751347,
2437.627886546, 1.007739431,
2437.648318202, 1.007582967,
2437.668749858, 1.007762240,
2437.689181514, 1.007920103,
2437.709613269, 1.007712409,
2437.730044825, 1.007686098,
2437.750476580, 1.007734950,
2437.770908236, 1.007646494,
2437.791339791, 1.007823788,
2437.811771546, 1.008110895,
2437.832203201, 1.007991375,
2437.873066512, 1.007674955,
2437.893498166, 1.008002458,
2437.913929921, 1.008077664,
2437.934361476, 1.007946466,
2437.954793131, 1.007877887,
2437.975224886, 1.007692909,
2437.995656440, 1.007832422,
2438.016088095, 1.007931956,
2438.036519849, 1.008005362,
2438.056951403, 1.007788290,
2438.077383058, 1.008258593,
2438.118246366, 1.007859301,
2438.138678120, 1.007929806,
2438.159109674, 1.008011875,
2438.199973082, 1.007922183,
2438.220404736, 1.008462420,
2438.240836290, 1.007957808,
2438.261268043, 1.007901772,
2438.281699697, 1.008095293,
2438.302131250, 1.008079647,
2438.322563004, 1.007864435,
2438.342994657, 1.007940037,
2438.363426411, 1.007838352,
2438.383857964, 1.007983258,
2438.404289617, 1.008197400,
2438.424721370, 1.008052545,
2438.445152923, 1.007681088,
2438.486016329, 1.008111957,
2438.506447882, 1.008076370,
2438.547311288, 1.007201796,
2438.567742840, 1.008106948,
2438.608606245, 1.008030840,
2438.629037798, 1.008610938,
2438.649469550, 1.007904187,
2438.669901202, 1.008083966,
2438.690332855, 1.008165272,
2438.710764507, 1.008096339,
2438.731196159, 1.008005207,
2438.751627911, 1.008371722,
2438.772059463, 1.008238128,
2438.792491115, 1.007855037,
2438.812922767, 1.008220488,
2438.853786070, 1.008054100,
2438.874217722, 1.008359696,
2438.915081125, 1.008031312,
2438.935512777, 1.008135971,
2438.955944328, 1.008174510,
2438.976376079, 1.007945301,
2439.017239282, 1.008339719,
2439.037671033, 1.008351504,
2439.058102684, 1.008436526,
2439.078534235, 1.008238303,
2439.098965986, 1.009344705,
2439.119397637, 1.008244189,
2439.139829388, 1.008204388,
2439.160260939, 1.008400519,
2439.180692589, 1.008482792,
2439.201124340, 1.008145732,
2439.221555891, 1.008019542,
2439.241987541, 1.007301534,
2439.262419292, 1.010830435,
2439.282850842, 1.004869862,
2439.344145893, 1.008443490,
2439.364577543, 1.008611133,
2439.385009193, 1.008248491,
2439.405440843, 1.008370805,
2439.425872494, 1.008553018,
2439.446304143, 1.008356497,
2439.466735793, 1.008302886,
2439.487167443, 1.008651387,
2439.507599093, 1.008616750,
2439.528030843, 1.008553552,
2439.548462392, 1.008254842,
2439.589325792, 1.008453565,
2439.609757341, 1.008377513,
2439.630188991, 1.008636667,
2439.650620740, 1.008575977,
2439.671052289, 1.008454069,
2439.691484039, 1.008457986,
2439.711915688, 1.008457634,
2439.732347237, 1.008309478,
2439.752778986, 1.008201090,
2439.773210635, 1.013952979,
2439.793642184, 1.023311925,
2439.834505582, 1.008580017,
2439.854937131, 1.008387347,
2439.875368880, 1.008257692,
2439.895800529, 1.008798304,
2439.916232277, 1.013938131,
2439.936663826, 1.008692921,
2439.957095474, 1.008575075,
2439.977527223, 1.013375767,
2439.997958871, 1.008468299,
2440.018390420, 1.008763413,
2440.038822168, 1.008801530,
2440.059253817, 1.008500392,
2440.079685465, 1.008335660,
2440.100117113, 1.008693780,
2440.120548761, 1.008623457,
2440.140980409, 1.008582885,
2440.161412057, 1.008330926,
2440.181843706, 1.008661231,
2440.202275453, 1.008691040,
2440.222707001, 1.008297288,
2440.263570297, 1.008093956,
2440.284001945, 1.008601234,
2440.324865240, 1.008678358,
2440.345296888, 1.008681210,
2440.365728636, 1.008696615,
2440.386160183, 1.008580948,
2440.406591831, 1.008514623,
2440.427023578, 1.008603055,
2440.447455125, 1.008581729,
2440.467886873, 1.008580747,
2440.488318520, 1.008761549,
2440.508750067, 1.008449850,
2440.529181815, 1.007794678,
2440.570045109, 1.008849561,
2440.590476756, 1.008569653,
2440.610908403, 1.008533128,
2440.631340050, 1.008605757,
2440.651771697, 1.008731650,
2440.672203344, 1.008855004,
2440.692635091, 1.008592021,
2440.713066737, 1.011181942,
2440.733498284, 1.018000327,
2440.753930031, 1.008396642,
2440.774361678, 1.019601153,
2440.815224971, 1.008840878,
2440.835656617, 1.008605433,
2440.856088364, 1.008816155,
2440.876519910, 1.009086358,
2440.896951556, 1.008811746,
2440.917383203, 1.008688013,
2440.937814849, 1.008680797,
2440.958246395, 1.008731612,
2440.978678142, 1.008797268,
2440.999109788, 1.008743253,
2441.060404726, 1.008373900,
2441.080836472, 1.008562752,
2441.101268018, 1.008813899,
2441.121699664, 1.008540175,
2441.142131410, 1.008728795,
2441.162562956, 1.009073311,
2441.182994602, 1.008958591,
2441.223857993, 1.008095454,
2441.244289639, 1.008588651,
2441.264721285, 1.005933866,
2441.305584576, 1.008540261,
2441.326016221, 1.008689533,
2441.346447867, 1.008555710,
2441.366879612, 1.008664678,
2441.387311158, 1.008632378,
2441.407742903, 1.008600866,
2441.428174549, 1.009018454,
2441.448606094, 1.008886071,
2441.469037839, 1.008841682,
2441.489469484, 1.008886378,
2441.550764420, 1.008905858,
2441.571195965, 1.008980259,
2441.591627710, 1.008994727,
2441.612059355, 1.008517754,
2441.632491000, 1.008761599,
2441.652922645, 1.008691688,
2441.673354190, 1.008740880,
2441.714217580, 1.008873012,
2441.734649125, 1.008957424,
2441.755080869, 1.008784235,
2441.775512514, 1.008883019,
2441.795944259, 1.008908289,
2441.816375804, 1.008783057,
2441.836807448, 1.008858440,
2441.857239193, 1.008816779,
2441.877670837, 1.008998227,
2441.898102382, 1.008631150,
2441.918534127, 1.008919494,
2441.938965771, 1.009023492,
2441.959397416, 1.008989130,
2441.979829060, 1.017603422,
2442.000260704, 1.019851614,
2442.041123993, 1.008950369,
2442.061555637, 1.008962733,
2442.081987382, 1.008762825,
2442.102418926, 1.008823583,
2442.122850570, 1.008824222,
2442.143282314, 1.008870857,
2442.163713858, 1.008873142,
2442.184145603, 1.008903483,
2442.204577247, 1.008855184,
2442.225008791, 1.008914291,
2442.245440535, 1.008845236,
2442.286303723, 1.008830877,
2442.306735467, 1.008821704,
2442.327167011, 1.008888275,
2442.347598755, 1.008856447,
2442.368030398, 1.009008150,
2442.388462042, 1.008975044,
2442.408893686, 1.008794926,
2442.429325330, 1.008993597,
2442.470188617, 1.008631124,
2442.531483548, 1.008870794,
2442.551915192, 1.008818622,
2442.572346936, 1.008770629,
2442.592778579, 1.008830685,
2442.613210123, 1.008843794,
2442.633641866, 1.008851596,
2442.654073510, 1.008930809,
2442.674505053, 1.012968758,
2442.694936797, 1.008936416,
2442.715368440, 1.009182780,
2442.735800184, 1.009256900,
2442.756231727, 1.009070736,
2442.776663370, 1.008950789,
2442.797095114, 1.008980182,
2442.817526657, 1.009107908,
2442.837958300, 1.008687225,
2442.858390044, 1.010895730,
2442.878821587, 1.008655406,
2442.899253330, 1.009277928,
2442.919684873, 1.012097672,
2442.940116517, 1.009256609,
2442.980979803, 1.007574795,
2443.021843189, 1.017850452,
2443.042274732, 1.008925249,
2443.062706475, 1.011667523,
2443.083138118, 1.008889223,
2443.103569761, 1.008880064,
2443.124001404, 1.009275556,
2443.144433047, 1.008861497,
2443.164864690, 1.008819495,
2443.267022905, 1.009171405,
2443.287454648, 1.009070060,
2443.307886290, 1.008920864,
2443.328317833, 1.008991671,
2443.348749576, 1.009228254,
2443.369181219, 1.008916146,
2443.389612762, 1.009041820,
2443.410044504, 1.009121025,
2443.430476147, 1.009153401,
2443.450907890, 1.008833047,
2443.512202818, 1.009354664,
2443.532634360, 1.009013239,
2443.553066003, 1.008978452,
2443.573497746, 1.009178780,
2443.593929288, 1.009082133,
2443.614360931, 1.009058368,
2443.634792673, 1.009111340,
2443.655224216, 1.009253155,
2443.675655959, 1.009021329,
2443.696087501, 1.009021301,
2443.716519144, 1.009041865,
2443.757382529, 1.009032086,
2443.777814071, 1.009015237,
2443.798245814, 1.009483979,
2443.818677456, 1.009129734,
2443.839109099, 1.009162925,
2443.859540741, 1.009167025,
2443.879972383, 1.008915442,
2443.900404126, 1.009121470,
2443.920835668, 1.009103201,
2443.941267311, 1.009059308,
2443.961699053, 1.013100314,
2444.002562338, 1.008949328,
2444.022993980, 1.009087125,
2444.043425522, 1.009110311,
2444.063857265, 1.009014784,
2444.084288907, 1.008939567,
2444.104720449, 1.009027948,
2444.125152192, 1.008918249,
2444.145583834, 1.009036128,
2444.166015376, 1.009110625,
2444.186447118, 1.008909304,
2444.206878761, 1.008992866,
2444.227310503, 1.008985797,
2444.247742045, 1.008942418,
2444.268173687, 1.009016234,
2444.288605430, 1.009137423,
2444.309036972, 1.008995068,
2444.329468614, 1.008877418,
2444.370331898, 1.008931837,
2444.390763641, 1.008728771,
2444.411195283, 1.009112048,
2444.431626825, 1.008943302,
2444.452058567, 1.009287588,
2444.492921752, 1.009256901,
2444.513353494, 1.009308700,
2444.533785136, 1.008920279,
2444.554216778, 1.009110374,
2444.574648420, 1.009280887,
2444.595080062, 1.009143166,
2444.615511804, 1.008969232,
2444.635943347, 1.008957294,
2444.656374989, 1.009556359,
2444.676806731, 1.008805284,
2444.697238273, 1.008882236,
2444.738101657, 1.008925999,
2444.758533199, 1.009155881,
2444.778964941, 1.008918026,
2444.799396583, 1.008952937,
2444.819828126, 1.009284777,
2444.860691510, 1.009168271,
2444.881123152, 1.009109775,
2444.921986436, 1.008746241,
2444.983281362, 1.008734083,
2445.003713104, 1.008888874,
2445.024144647, 1.009023133,
2445.044576289, 1.009170145,
2445.065008031, 1.008943057,
2445.085439573, 1.009037558,
2445.105871315, 1.009101439,
2445.126302957, 1.009050194,
2445.146734499, 1.009482679,
2445.167166241, 1.008882724,
2445.228461168, 1.009118101,
2445.248892810, 1.009126193,
2445.269324352, 1.008938468,
2445.289756094, 1.009107913,
2445.310187736, 1.008788701,
2445.330619478, 1.009119288,
2445.351051020, 1.008918406,
2445.371482662, 1.009019531,
2445.391914405, 1.008943713,
2445.412345947, 1.009000959,
2445.473640873, 1.008970232,
2445.494072615, 1.009175681,
2445.514504257, 1.008871266,
2445.534935900, 1.009260366,
2445.555367542, 1.009000759,
2445.575799184, 1.009184232,
2445.596230826, 1.009042228,
2445.616662468, 1.009070278,
2445.637094111, 1.008930531,
2445.657525853, 1.009076580,
2445.718820680, 1.009047398,
2445.739252322, 1.009509249,
2445.759683964, 1.009121237,
2445.780115706, 1.009066502,
2445.800547248, 1.009062198,
2445.820978891, 1.009015591,
2445.841410633, 1.009140245,
2445.861842175, 1.009100688,
2445.882273918, 1.009107054,
2445.902705560, 1.009099074,
2445.923137102, 1.008969733,
2445.964000487, 1.009137240,
2445.984432029, 1.009217427,
2446.004863772, 1.009102489,
2446.025295414, 1.009060436,
2446.045727156, 1.009168323,
2446.086590341, 1.009133540,
2446.107022083, 1.008982113,
2446.127453626, 1.009594892,
2446.147885268, 1.008509659,
2446.168317011, 1.008979491,
2446.209180196, 1.008850565,
2446.229611938, 1.009055583,
2446.250043581, 1.008955618,
2446.270475223, 1.009690270,
2446.290906866, 1.009054535,
2446.311338508, 1.009539103,
2446.331770151, 1.009143110,
2446.352201793, 1.008387816,
2446.372633436, 1.007276277,
2446.393065079, 1.005992644,
2446.413496721, 1.004988905,
2446.454360006, 1.004033756,
2446.474791649, 1.003904211,
2446.495223392, 1.008199131,
2446.515654934, 1.003861241,
2446.536086577, 1.003878706,
2446.556518320, 1.004161369,
2446.576949863, 1.003955217,
2446.597381605, 1.004042346,
2446.617813248, 1.004278676,
2446.638244791, 1.003915270,
2446.658676534, 1.004365594,
2446.679108176, 1.005349235,
2446.699539719, 1.006213406,
2446.719971462, 1.007546030,
2446.740403105, 1.008576379,
2446.760834748, 1.011699657,
2446.781266391, 1.008779109,
2446.801698034, 1.009218624,
2446.822129777, 1.009518247,
2446.883424706, 1.009079139,
2446.944719635, 1.009071828,
2446.965151278, 1.008980564,
2447.006014564, 1.009159055,
2447.026446207, 1.009383807,
2447.046877850, 1.008947503,
2447.067309494, 1.009324080,
2447.108172780, 1.009110822,
2447.128604423, 1.009174290,
2447.149036167, 1.008954543,
2447.271626027, 1.009153275,
2447.292057570, 1.008839249,
2447.312489214, 1.008995107,
2447.332920957, 1.008938572,
2447.353352501, 1.009141455,
2447.373784244, 1.009095714,
2447.394215888, 1.008756971,
2447.414647531, 1.008999776,
2447.435079175, 1.008962413,
2447.455510819, 1.008847770,
2447.475942462, 1.009252899,
2447.496374106, 1.008826688,
2447.516805749, 1.009121819,
2447.537237493, 1.008985435,
2447.557669137, 1.008989027,
2447.578100681, 1.009126732,
2447.598532424, 1.009135105,
2447.618964068, 1.009313871,
2447.639395612, 1.008918948,
2447.680259000, 1.008816084,
2447.700690644, 1.008923823,
2447.721122288, 1.008719849,
2447.741553932, 1.009005852,
2447.761985576, 1.009299263,
2447.782417220, 1.009086176,
2447.802848764, 1.009057438,
2447.823280508, 1.009035573,
