BJD - 2454833, Corrected Flux
2404.916563080, 0.997782832,
2404.936995212, 0.997791279,
2404.957427144, 0.997811101,
2404.977859175, 0.997423725,
2404.998291306, 0.997505422,
2405.059587395, 0.997301159,
2405.100451353, 0.997384538,
2405.120883481, 0.997260316,
2405.141315409, 0.997377729,
2405.161747437, 0.997664372,
2405.182179464, 0.997581844,
2405.202611491, 0.997540944,
2405.223043517, 0.997805302,
2405.263907569, 0.997579170,
2405.284339694, 0.997814164,
2405.325203644, 0.997527601,
2405.345635768, 0.997322271,
2405.366067791, 0.997494270,
2405.386499715, 0.997456124,
2405.406931838, 0.997316870,
2405.427363861, 0.997385795,
2405.447795783, 0.997614738,
2405.468227905, 0.997641420,
2405.488659926, 0.997730179,
2405.509091847, 0.997667069,
2405.529523968, 0.997805995,
2405.549955989, 0.997534907,
2405.570387909, 0.997694523,
2405.590820028, 0.997809961,
2405.611252047, 0.997829572,
2405.631684166, 0.997533027,
2405.652116085, 0.997701370,
2405.672548103, 0.997352330,
2405.692980221, 0.997667058,
2405.713412138, 0.997942187,
2405.754276272, 0.997566270,
2405.774708288, 0.997497546,
2405.795140204, 0.997643632,
2405.815572320, 0.997843356,
2405.836004334, 0.997714208,
2405.856436249, 0.997873093,
2405.876868364, 0.997723793,
2405.897300278, 0.997895141,
2405.917732291, 0.997970565,
2405.938164404, 0.997653834,
2405.958596317, 0.997379328,
2405.999460442, 0.997540148,
2406.019892354, 0.997694111,
2406.040324465, 0.997701686,
2406.060756476, 0.997624875,
2406.081188387, 0.997893834,
2406.101620497, 0.997931410,
2406.122052507, 0.997966470,
2406.142484516, 0.997749488,
2406.162916526, 0.997706234,
2406.183348534, 0.997615100,
2406.203780543, 0.997925773,
2406.224212551, 0.997934469,
2406.244644558, 0.997868243,
2406.265076566, 0.997903155,
2406.285508673, 0.997578671,
2406.305940579, 0.997841747,
2406.326372685, 0.997840491,
2406.346804691, 0.997924902,
2406.367236596, 0.998297591,
2406.387668701, 0.998325529,
2406.408100706, 0.998315257,
2406.428532611, 0.998481767,
2406.448964714, 0.998476330,
2406.489828621, 0.997732342,
2406.510260724, 0.998061816,
2406.530692726, 0.997938123,
2406.551124629, 0.998297060,
2406.571556731, 0.998058714,
2406.591988732, 0.997827188,
2406.673716733, 0.998229072,
2406.694148733, 0.998163536,
2406.735012731, 0.998087722,
2406.755444730, 0.998064425,
2406.775876728, 0.998092677,
2406.796308825, 0.997934416,
2406.816740723, 0.998085820,
2406.837172719, 0.997763769,
2406.857604816, 0.998036518,
2406.878036712, 0.997829289,
2406.898468708, 0.997748531,
2406.918900803, 0.997858191,
2406.939332699, 0.998060615,
2406.959764794, 0.998107761,
2406.980196788, 0.998056606,
2407.061924662, 0.998213283,
2407.102788747, 0.998093578,
2407.123220739, 0.998037798,
2407.143652730, 0.998187069,
2407.164084721, 0.998405587,
2407.184516712, 0.998204426,
2407.225380692, 0.997986373,
2407.245812682, 0.998121683,
2407.266244771, 0.998056489,
2407.286676660, 0.998154482,
2407.307108749, 0.997996794,
2407.327540737, 0.997982099,
2407.347972625, 0.998190673,
2407.368404712, 0.998069537,
2407.388836599, 0.998034650,
2407.409268586, 0.998150827,
2407.450132559, 0.997961802,
2407.470564544, 0.998096827,
2407.490996629, 0.998164552,
2407.511428514, 0.998028203,
2407.531860499, 0.997834535,
2407.552292583, 0.998151721,
2407.572724467, 0.997685854,
2407.593156451, 0.996600506,
2407.613588534, 0.995923043,
2407.634020517, 0.994574659,
2407.654452499, 0.993994534,
2407.674884481, 0.993321351,
2407.695316463, 0.993116037,
2407.715748444, 0.993022394,
2407.736180425, 0.993339463,
2407.756612406, 0.993532095,
2407.777044486, 0.993240168,
2407.797476366, 0.993181997,
2407.817908346, 0.993585713,
2407.838340425, 0.994070433,
2407.858772304, 0.995132741,
2407.879204282, 0.995992463,
2407.899636360, 0.997135675,
2407.920068238, 0.997834680,
2407.981364169, 0.998270373,
2408.001796246, 0.998136724,
2408.022228221, 0.998161717,
2408.042660097, 0.998355226,
2408.063092172, 0.998148071,
2408.083524147, 0.998209260,
2408.103956122, 0.998005344,
2408.124388096, 0.998159799,
2408.144820070, 0.998042305,
2408.165251943, 0.998175119,
2408.185684016, 0.998344587,
2408.206115989, 0.998082287,
2408.226547861, 0.998542150,
2408.246979934, 0.998382914,
2408.267411906, 0.998470320,
2408.287843777, 0.999262717,
2408.308275848, 0.998208220,
2408.328707818, 0.998274202,
2408.349139889, 0.998487279,
2408.369571759, 0.998257731,
2408.390003729, 0.997948313,
2408.410435798, 0.997625567,
2408.451299635, 0.998791123,
2408.471731703, 0.998472286,
2408.492163571, 0.998490779,
2408.512595538, 1.000092239,
2408.533027605, 0.998484312,
2408.553459472, 0.998496645,
2408.573891439, 0.998751153,
2408.594323505, 0.998375410,
2408.614755471, 0.998331768,
2408.635187436, 0.998393549,
2408.655619401, 0.998541023,
2408.676051365, 0.998560057,
2408.696483330, 0.998296116,
2408.716915294, 0.998217294,
2408.737347257, 0.998396698,
2408.757779321, 0.998101116,
2408.778211184, 0.998366815,
2408.798643146, 0.998313950,
2408.819075208, 0.998469139,
2408.839507070, 0.998371997,
2408.859939032, 0.998575328,
2408.880370993, 0.998116853,
2408.900802954, 0.998559161,
2408.941666875, 0.998558452,
2408.962098834, 0.998484162,
2408.982530893, 0.998521268,
2409.002962752, 0.998576209,
2409.023394711, 0.998396139,
2409.043826770, 0.998516583,
2409.064258628, 0.998454077,
2409.084690585, 0.998418208,
2409.105122643, 0.998760728,
2409.125554500, 0.998725738,
2409.145986456, 0.998355717,
2409.248146335, 0.998573805,
2409.268578189, 0.998584478,
2409.289010243, 0.998431250,
2409.350306103, 0.998304376,
2409.370738056, 0.998439964,
2409.391170109, 0.998058185,
2409.432033913, 0.998689081,
2409.452465965, 0.998756890,
2409.472897816, 0.998843927,
2409.493329766, 0.998754618,
2409.513761816, 0.998676193,
2409.534193667, 0.998859869,
2409.554625616, 0.998521689,
2409.575057666, 0.998744237,
2409.595489515, 0.998596138,
2409.615921564, 0.998613302,
2409.636353412, 0.998880399,
2409.656785360, 0.998747613,
2409.677217407, 0.998786580,
2409.697649355, 0.998820124,
2409.718081202, 0.998962262,
2409.738513249, 0.999004784,
2409.758945195, 0.999145737,
2409.779377041, 0.998896343,
2409.799809087, 0.998708536,
2409.820241032, 0.998542124,
2409.840672877, 0.998644515,
2409.861104921, 0.998498404,
2409.881536866, 0.998510445,
2409.922400753, 0.998726752,
2409.942832696, 0.998535970,
2409.963264739, 0.998822015,
2409.983696582, 0.998694654,
2410.004128524, 0.999095976,
2410.024560566, 0.999037899,
2410.044992407, 0.999175506,
2410.065424349, 0.998801284,
2410.085856389, 0.998857814,
2410.106288230, 0.998908109,
2410.126720170, 0.998687926,
2410.167584149, 0.998883067,
2410.188015989, 0.998857853,
2410.208448027, 0.998787078,
2410.228879966, 0.998839208,
2410.249311904, 0.998743097,
2410.269743842, 0.998859831,
2410.290175780, 0.998824131,
2410.310607717, 0.998782219,
2410.331039653, 0.998863599,
2410.351471490, 0.998878957,
2410.392335462, 0.999198555,
2410.412767297, 0.999131597,
2410.433199332, 0.999106945,
2410.453631267, 0.998996160,
2410.474063102, 0.998916265,
2410.494495136, 0.998944068,
2410.514927069, 0.998736326,
2410.535359003, 0.998850716,
2410.555790936, 0.998945084,
2410.576222869, 0.998868513,
2410.596654901, 0.999184710,
2410.617086733, 0.998835912,
2410.637518665, 0.998900482,
2410.657950697, 0.998925600,
2410.678382628, 0.998886337,
2410.698814458, 0.999036861,
2410.719246489, 0.999162622,
2410.739678419, 0.999023487,
2410.760110249, 0.998868342,
2410.780542278, 0.999040660,
2410.800974207, 0.998790680,
2410.821406036, 0.998712749,
2410.841838064, 0.998536206,
2410.862269993, 0.997780097,
2410.903133848, 0.999056629,
2410.923565775, 0.999061166,
2410.943997802, 0.999093313,
2410.964429628, 0.998989758,
2410.984861554, 0.998850819,
2411.005293480, 0.999273990,
2411.025725405, 0.999250128,
2411.046157331, 0.999022301,
2411.066589256, 0.999150259,
2411.087021180, 0.999150326,
2411.107453104, 0.999076427,
2411.127885028, 0.998925944,
2411.148316951, 0.999009516,
2411.168748875, 0.999193004,
2411.209612720, 0.999288030,
2411.230044742, 0.999239781,
2411.270908485, 0.999204122,
2411.291340506, 0.999054791,
2411.311772427, 0.999261534,
2411.332204248, 0.999222081,
2411.352636268, 0.999247715,
2411.393500007, 0.999163426,
2411.413932027, 0.999201966,
2411.434363945, 0.999188161,
2411.454795764, 0.999206355,
2411.475227782, 0.999205696,
2411.495659700, 0.998973992,
2411.516091618, 0.999293234,
2411.536523535, 0.999490271,
2411.556955452, 0.999168695,
2411.577387468, 0.999257977,
2411.597819285, 0.999312793,
2411.618251201, 0.999432850,
2411.638683216, 0.999236962,
2411.679546947, 0.999064937,
2411.699978961, 0.999284288,
2411.720410875, 0.998730147,
2411.740842689, 0.999160172,
2411.761274703, 0.999322026,
2411.781706616, 0.998986086,
2411.802138429, 0.999651715,
2411.822570442, 0.999614016,
2411.843002254, 0.999217149,
2411.904297990, 0.999483990,
2411.924730001, 0.999265399,
2411.945161912, 0.999420511,
2411.965593722, 0.999731552,
2411.986025732, 0.999401138,
2412.006457642, 0.999554227,
2412.026889551, 0.999357736,
2412.047321460, 0.999392540,
2412.067753369, 0.999366086,
2412.088185278, 0.999370624,
2412.129049094, 0.999445553,
2412.149481001, 0.999440089,
2412.169913008, 0.999630286,
2412.190344815, 0.999555977,
2412.210776822, 0.999454191,
2412.231208728, 0.999649529,
2412.251640534, 0.999542871,
2412.272072540, 0.999493527,
2412.292504445, 0.999436434,
2412.312936250, 0.999196866,
2412.333368255, 0.999443759,
2412.353800159, 0.999363653,
2412.374231963, 0.999539133,
2412.394663967, 0.999457355,
2412.415095870, 0.999580053,
2412.435527673, 0.999770837,
2412.455959676, 1.000016932,
2412.476391578, 1.000055050,
2412.496823480, 0.999942312,
2412.517255382, 1.000051712,
2412.537687284, 1.000148933,
2412.558119185, 0.999948882,
2412.578551085, 0.999847075,
2412.619414886, 0.999347014,
2412.639846786, 0.999571435,
2412.660278686, 0.999405917,
2412.680710685, 0.999324548,
2412.701142484, 0.999646686,
2412.721574382, 0.999369420,
2412.742006381, 0.999602538,
2412.762438179, 0.999458824,
2412.782870076, 0.999478833,
2412.803302074, 0.999548614,
2412.823733871, 0.999428242,
2412.844165867, 0.999752260,
2412.864597764, 0.999759007,
2412.885029560, 0.999371889,
2412.905461556, 0.999636729,
2412.925893451, 0.999278372,
2412.946325247, 0.999604201,
2412.987189136, 0.999846348,
2413.007621030, 0.999592271,
2413.028052924, 0.999474889,
2413.048484817, 0.999639481,
2413.068916711, 0.999514263,
2413.109780496, 0.999676837,
2413.130212489, 0.999790769,
2413.150644381, 0.999604992,
2413.171076172, 0.999940699,
2413.191508164, 0.999736884,
2413.211939955, 0.999710816,
2413.232371846, 0.999851543,
2413.252803836, 0.999780888,
2413.273235626, 0.999731955,
2413.293667516, 0.999917783,
2413.314099506, 0.999726329,
2413.334531295, 0.999917518,
2413.354963184, 0.999699247,
2413.375395172, 0.999784606,
2413.395826961, 0.999970686,
2413.416258849, 0.999857108,
2413.436690836, 0.999743359,
2413.457122624, 0.999818514,
2413.477554611, 0.999734501,
2413.497986497, 0.999788869,
2413.518418384, 0.999348324,
2413.538850270, 0.999885050,
2413.559282156, 0.999413637,
2413.579714041, 0.999874252,
2413.600145926, 0.999639872,
2413.620577811, 0.999596538,
2413.641009696, 0.999892122,
2413.661441580, 0.999393606,
2413.681873464, 0.999438858,
2413.702305348, 0.999494717,
2413.722737331, 0.999687530,
2413.743169114, 0.999835279,
2413.763601097, 0.999757567,
2413.784032980, 0.998920726,
2413.804464762, 0.997437288,
2413.845328625, 0.999793042,
2413.865760406, 0.999890424,
2413.886192387, 1.000029631,
2413.906624268, 0.999984268,
2413.927056048, 1.000184907,
2413.947488028, 1.000012582,
2413.967919908, 1.000011732,
2413.988351787, 0.999923109,
2414.008783666, 0.999977146,
2414.029215445, 1.000219826,
2414.049647423, 0.999855254,
2414.070079301, 1.000095044,
2414.090511179, 1.000065031,
2414.110943057, 1.000010534,
2414.131374934, 0.999732056,
2414.151806811, 0.999853606,
2414.172238788, 0.999805666,
2414.192670564, 0.999909443,
2414.213102440, 1.000146749,
2414.233534416, 0.999849963,
2414.253966191, 0.999917428,
2414.274398066, 0.999852685,
2414.294830041, 0.999688515,
2414.335693690, 1.000184013,
2414.356125664, 1.000157225,
2414.376557437, 1.000006172,
2414.396989411, 1.000154674,
2414.417421284, 1.000143698,
2414.437853056, 0.999724543,
2414.458285029, 0.999881639,
2414.478716901, 0.999793911,
2414.499148673, 1.000436951,
2414.519580644, 1.000257462,
2414.540012516, 0.999927266,
2414.560444387, 0.999981364,
2414.580876257, 1.000080762,
2414.601308127, 0.999920568,
2414.621739997, 0.999921097,
2414.642171967, 0.999984918,
2414.662603737, 1.000126803,
2414.683035706, 1.000162413,
2414.703467475, 0.999905724,
2414.723899343, 1.000165322,
2414.744331311, 1.000173049,
2414.764763079, 1.000194060,
2414.785194947, 0.999931782,
2414.826058681, 0.999937302,
2414.846490548, 1.000085590,
2414.866922514, 1.000255208,
2414.887354281, 1.000411221,
2414.907786146, 1.000508871,
2414.928218112, 1.000024003,
2414.948649877, 1.000383856,
2414.969081842, 1.000220242,
2414.989513707, 1.000264645,
2415.009945571, 1.000336978,
2415.030377435, 1.000395740,
2415.050809299, 1.000017886,
2415.071241163, 0.999935380,
2415.091673026, 1.000073385,
2415.112104889, 1.000204786,
2415.132536751, 1.000283003,
2415.255127921, 1.000378627,
2415.275559881, 1.000618738,
2415.295991641, 1.000453315,
2415.316423601, 1.000313920,
2415.336855461, 1.000280969,
2415.357287220, 1.000456024,
2415.377719180, 1.000214157,
2415.398151038, 1.000118102,
2415.418582797, 1.000297811,
2415.439014755, 1.000443795,
2415.459446513, 1.000530002,
2415.479878371, 1.000617978,
2415.500310328, 1.000835527,
2415.520742085, 1.000829555,
2415.561605898, 1.000222068,
2415.582037754, 1.000450593,
2415.602469610, 1.000237261,
2415.622901466, 1.000273025,
2415.643333321, 1.000234753,
2415.663765176, 1.000038338,
2415.684197031, 0.999866636,
2415.704628885, 1.000385705,
2415.725060839, 1.000316927,
2415.745492593, 1.000536000,
2415.765924447, 1.000430387,
2415.806788153, 1.000337231,
2415.827220006, 1.000505759,
2415.847651958, 1.000487798,
2415.868083710, 1.000599481,
2415.888515662, 1.000632753,
2415.908947514, 1.000452392,
2415.929379265, 1.000385360,
2415.949811216, 1.000297133,
2415.970243067, 1.000524205,
2415.990674917, 1.000470916,
2416.011106767, 1.000498936,
2416.031538617, 1.000572237,
2416.051970467, 1.000523577,
2416.072402316, 1.000608969,
2416.092834165, 1.000500810,
2416.113266013, 1.000556779,
2416.133697862, 1.000846961,
2416.154129710, 1.000619002,
2416.174561558, 1.000583226,
2416.194993405, 1.000605805,
2416.215425252, 1.000416439,
2416.235857199, 1.000662581,
2416.256288946, 1.000654155,
2416.276720793, 1.000519098,
2416.297152739, 1.000358094,
2416.317584485, 1.000614717,
2416.338016330, 1.000702585,
2416.358448275, 1.000510768,
2416.378880020, 1.000857971,
2416.399311865, 1.000832390,
2416.419743809, 1.000812924,
2416.440175554, 1.000632912,
2416.460607397, 1.000692057,
2416.481039341, 1.001008742,
2416.501471084, 1.000744392,
2416.521903027, 1.000647864,
2416.542334870, 1.000435450,
2416.562766712, 1.000534738,
2416.583198555, 1.000734255,
2416.603630396, 1.000611071,
2416.624062238, 1.000578936,
2416.644494080, 1.000638180,
2416.664925920, 1.000531387,
2416.685357761, 1.000868500,
2416.705789702, 1.000989188,
2416.726221442, 1.001022263,
2416.746653282, 1.000860569,
2416.787516961, 1.000641107,
2416.807948900, 1.000699589,
2416.828380639, 1.000728455,
2416.848812477, 1.000700873,
2416.869244415, 1.000566447,
2416.889676253, 1.000480715,
2416.910107991, 1.000675497,
2416.930539929, 1.000578788,
2416.950971666, 1.000864932,
2416.971403503, 1.000719614,
2416.991835439, 1.000776426,
2417.012267175, 1.000647479,
2417.032699012, 1.000870600,
2417.053130947, 1.000902869,
2417.073562783, 1.000814021,
2417.093994618, 1.000651486,
2417.114426453, 1.000971529,
2417.257449289, 1.001099470,
2417.277881222, 1.000774270,
2417.298312955, 1.001034063,
2417.318744787, 1.000956194,
2417.339176719, 1.000905632,
2417.359608450, 1.001272922,
2417.380040381, 1.001012566,
2417.400472213, 1.000975763,
2417.420903943, 1.001239235,
2417.441335874, 1.001251121,
2417.461767704, 1.000979389,
2417.482199434, 1.000825420,
2417.523063193, 1.000690741,
2417.543495022, 1.001006444,
2417.563926851, 1.001015891,
2417.584358680, 1.001046802,
2417.604790508, 1.000823152,
2417.625222336, 1.000829619,
2417.645654164, 1.001073768,
2417.666085892, 1.000973067,
2417.686517819, 1.000896115,
2417.706949646, 1.001044087,
2417.727381573, 1.000892073,
2417.768245125, 1.000824610,
2417.788677051, 1.001018844,
2417.809108777, 1.000832870,
2417.829540602, 1.000988387,
2417.849972527, 1.000901855,
2417.870404252, 1.000986102,
2417.890836076, 1.000883992,
2417.911268001, 1.001050005,
2417.931699725, 1.001128960,
2417.952131549, 1.001086518,
2417.972563472, 1.001222403,
2417.992995195, 1.001149368,
2418.013427118, 1.001440990,
2418.033858941, 1.001841351,
2418.054290763, 1.001074967,
2418.074722585, 1.000847423,
2418.095154407, 1.000867897,
2418.115586229, 1.001108659,
2418.136018050, 1.000876466,
2418.156449871, 1.001100599,
2418.176881692, 1.001272746,
2418.197313612, 1.001081093,
2418.217745333, 1.001282686,
2418.238177153, 1.001171659,
2418.258609072, 1.001171727,
2418.279040792, 1.001067625,
2418.299472711, 1.000953921,
2418.319904430, 1.001253289,
2418.340336249, 1.001011316,
2418.360768167, 1.000840918,
2418.381199885, 1.000785126,
2418.401631703, 1.000867777,
2418.422063621, 1.001041987,
2418.442495338, 1.001037440,
2418.462927155, 1.000950951,
2418.503790788, 1.001202100,
2418.524222605, 1.001141660,
2418.544654521, 1.001430099,
2418.565086336, 1.001134254,
2418.585518152, 1.001268354,
2418.605949967, 1.001347543,
2418.626381782, 1.001211963,
2418.646813597, 1.001292744,
2418.667245411, 1.000955949,
2418.687677226, 1.001199260,
2418.708109140, 1.001069270,
2418.728540853, 1.001228107,
2418.748972666, 1.001216219,
2418.769404580, 1.001059881,
2418.789836293, 1.001173884,
2418.810268105, 1.001321991,
2418.830700017, 1.001248868,
2418.851131730, 1.001258174,
2418.871563641, 1.001311336,
2418.891995453, 1.001458780,
2418.912427164, 1.001237353,
2418.932859075, 1.001279938,
2418.953290886, 1.001206720,
2419.096313454, 1.001665172,
2419.218904403, 1.001385399,
2419.239336210, 1.001312107,
2419.259768017, 1.001208195,
2419.280199924, 1.000980760,
2419.300631630, 1.001244452,
2419.321063436, 1.001488640,
2419.341495342, 1.001190773,
2419.361927048, 1.001311188,
2419.382358853, 1.001275948,
2419.402790758, 1.001479892,
2419.423222463, 1.001424059,
2419.443654268, 1.001382227,
2419.484517876, 1.001476770,
2419.504949780, 1.001335684,
2419.525381584, 1.001364955,
2419.545813387, 1.001314488,
2419.566245190, 1.001589800,
2419.586676993, 1.001411023,
2419.607108796, 1.001360600,
2419.627540598, 1.001413464,
2419.647972400, 1.001303306,
2419.668404202, 1.001277301,
2419.688836104, 1.001568895,
2419.729699606, 1.001491144,
2419.750131507, 1.001617402,
2419.770563207, 1.001767710,
2419.790995108, 1.001666450,
2419.811426808, 1.001498002,
2419.831858608, 1.001676142,
2419.852290507, 1.001309523,
2419.872722206, 1.001596259,
2419.893154005, 1.001421145,
2419.913585904, 1.001582131,
2419.934017603, 1.001326949,
2419.954449401, 1.001449650,
2419.974881299, 1.001569376,
2419.995312997, 1.001879869,
2420.015744795, 1.001443458,
2420.036176692, 1.001724883,
2420.056608389, 1.001552172,
2420.077040286, 1.001515059,
2420.097472082, 1.003828999,
2420.117903879, 1.001512836,
2420.138335675, 1.002160906,
2420.158767471, 1.001517104,
2420.179199266, 1.001730425,
2420.199631061, 1.001400954,
2420.220062857, 1.001434634,
2420.240494651, 1.001639180,
2420.260926546, 1.001720012,
2420.281358240, 1.001522022,
2420.301790034, 1.001712864,
2420.322221928, 1.001709298,
2420.342653622, 1.001705732,
2420.363085515, 1.001764026,
2420.383517308, 1.001810247,
2420.403949001, 1.001634173,
2420.424380894, 1.001647901,
2420.444812686, 1.001574118,
2420.465244378, 1.001702920,
2420.485676270, 1.001711403,
2420.506108062, 1.001611103,
2420.526539753, 1.001631386,
2420.546971644, 1.001776147,
2420.567403335, 1.001787688,
2420.587835126, 1.001857239,
2420.608267016, 1.001936962,
2420.628698806, 1.001700943,
2420.649130596, 1.001769682,
2420.669562386, 1.001792115,
2420.710425965, 1.001767963,
2420.730857753, 1.001879870,
2420.751289542, 1.001739105,
2420.771721431, 1.001660376,
2420.792153119, 1.001834120,
2420.812584907, 1.001622726,
2420.833016794, 1.001828204,
2420.853448482, 1.001774305,
2420.873880269, 1.001751968,
2420.894312156, 1.001931594,
2420.914743843, 1.001766160,
2420.935175730, 1.001988819,
2420.955607516, 1.001949287,
2420.976039202, 1.001712649,
2420.996471088, 1.001707891,
2421.016902873, 1.001892409,
2421.037334559, 1.001901730,
2421.057766444, 1.001817921,
2421.078198228, 1.001742562,
2421.098630013, 1.001718042,
2421.119061797, 1.001795022,
2421.139493581, 1.001985735,
2421.159925365, 1.001978553,
2421.180357149, 1.002031761,
2421.200788932, 1.001982509,
2421.221220716, 1.001882917,
2421.241652598, 1.001616349,
2421.262084281, 1.001946048,
2421.282516164, 1.001974237,
2421.302947846, 1.002102088,
2421.323379628, 1.002110173,
2421.343811510, 1.002093689,
2421.364243191, 1.002011337,
2421.384674972, 1.001844747,
2421.486833875, 1.002251091,
2421.507265755, 1.002331305,
2421.527697535, 1.002117326,
2421.548129214, 1.002093584,
2421.568561093, 1.002025251,
2421.588992872, 1.002293056,
2421.609424651, 1.002216476,
2421.629856429, 1.001932124,
2421.650288208, 1.001799496,
2421.691151763, 1.002041048,
2421.711583541, 1.002080836,
2421.732015318, 1.001911270,
2421.752447195, 1.002246633,
2421.772878872, 1.002054143,
2421.793310748, 1.002024977,
2421.813742525, 1.002283867,
2421.834174201, 1.002186237,
2421.854606077, 1.002189132,
2421.875037852, 1.002112572,
2421.895469528, 1.002117640,
2421.915901403, 1.002218096,
2421.936333078, 1.002291594,
2421.956764852, 1.002369483,
2421.977196727, 1.002540149,
2421.997628401, 1.001891214,
2422.018060175, 1.002176969,
2422.038492049, 1.001939010,
2422.058923723, 1.002116341,
2422.079355596, 1.002509855,
2422.099787369, 1.002300224,
2422.120219142, 1.002090297,
2422.140650915, 1.002449282,
2422.161082687, 1.002353772,
2422.181514459, 1.002344244,
2422.201946231, 1.002546800,
2422.222378003, 1.002622661,
2422.242809774, 1.002269724,
2422.263241645, 1.002254183,
2422.283673317, 1.002211699,
2422.304105087, 1.002324804,
2422.324536958, 1.002364858,
2422.344968628, 1.002366195,
2422.365400499, 1.005774106,
2422.385832268, 1.002547863,
2422.426695807, 1.002412356,
2422.447127577, 1.002119380,
2422.467559246, 1.002443337,
2422.487991114, 1.002441650,
2422.508422883, 1.002345642,
2422.528854551, 1.002739261,
2422.549286419, 1.002354820,
2422.569718187, 1.002498372,
2422.590150055, 1.002407989,
2422.610581722, 1.002458101,
2422.631013489, 1.002369440,
2422.651445356, 1.002567619,
2422.671877023, 1.002355951,
2422.692308790, 1.002403560,
2422.712740556, 1.002486045,
2422.733172322, 1.002391996,
2422.753604088, 1.002621510,
2422.774035954, 1.002489956,
2422.794467619, 1.002381600,
2422.814899384, 1.002470797,
2422.835331249, 1.002645016,
2422.855762914, 1.002467707,
2422.876194778, 1.002506097,
2422.896626543, 1.002647511,
2422.917058207, 1.002507576,
2422.937490071, 1.002527882,
2422.957921834, 1.002297354,
2423.080512411, 1.002723519,
2423.100944173, 1.002561447,
2423.121375935, 1.002433100,
2423.223534841, 1.002702429,
2423.243966602, 1.002488348,
2423.264398262, 1.002506531,
2423.284830122, 1.002630041,
2423.305261882, 1.002686567,
2423.325693541, 1.002801326,
2423.346125401, 1.002655535,
2423.366557160, 1.002481370,
2423.407420678, 1.002615785,
2423.427852336, 1.002903053,
2423.448284195, 1.002721376,
2423.468715953, 1.002952055,
2423.489147611, 1.002781912,
2423.509579468, 1.002532586,
2423.530011226, 1.002700478,
2423.550442883, 1.002668224,
2423.570874740, 1.002824494,
2423.591306497, 1.002789158,
2423.611738254, 1.002836688,
2423.652601766, 1.003118836,
2423.673033522, 1.002967395,
2423.693465278, 1.002851574,
2423.713897034, 1.002988678,
2423.734328889, 1.002976971,
2423.754760544, 1.002840930,
2423.775192299, 1.002889087,
2423.795624154, 1.002965438,
2423.816055908, 1.002796397,
2423.836487562, 1.002745206,
2423.856919416, 1.003107802,
2423.877351170, 1.002859945,
2423.897782824, 1.002857377,
2423.918214677, 1.003076457,
2423.938646430, 1.003003912,
2423.959078283, 1.003352232,
2423.979509936, 1.003159987,
2423.999941689, 1.003118685,
2424.020373541, 1.003007567,
2424.040805193, 1.002986529,
2424.061236945, 1.002880591,
2424.081668697, 1.002795192,
2424.102100448, 1.002936971,
2424.122532199, 1.002814250,
2424.142963950, 1.002876486,
2424.163395701, 1.002810084,
2424.183827452, 1.003235540,
2424.204259203, 1.003141819,
2424.224690953, 1.003070319,
2424.245122803, 1.003154436,
2424.265554553, 1.003075416,
2424.285986202, 1.002982832,
2424.306418052, 1.003213545,
2424.326849801, 1.003170024,
2424.347281450, 1.003148497,
2424.367713299, 1.002777527,
2424.388145047, 1.002748765,
2424.408576696, 1.002852056,
2424.429008544, 1.003093490,
2424.449440291, 1.002915805,
2424.469872139, 1.002902281,
2424.490303787, 1.003227879,
2424.510735534, 1.003140561,
2424.531167381, 1.003399916,
2424.551599028, 1.003059379,
2424.572030775, 1.003104178,
2424.592462621, 1.003327253,
2424.633326014, 1.002883325,
2424.653757860, 1.003186985,
2424.674189505, 1.002924630,
2424.694621251, 1.003035346,
2424.715053096, 1.003052172,
2424.735484841, 1.003141244,
2424.755916586, 1.003035678,
2424.776348331, 1.002980851,
2424.796780075, 1.003209565,
2424.817211819, 1.003150238,
2424.837643563, 1.003212364,
2424.858075307, 1.003224361,
2424.878507051, 1.003286733,
2424.898938794, 1.003258767,
2424.919370437, 1.003306932,
2424.939802280, 1.003115261,
2424.960234023, 1.003187065,
2424.980665666, 1.003338896,
2425.001097508, 1.003483517,
2425.021529250, 1.003265807,
2425.041961092, 1.003120152,
2425.062392734, 1.003084872,
2425.082824476, 1.003162212,
2425.103256317, 1.003459648,
2425.123687958, 1.003154169,
2425.144119699, 1.003104147,
2425.164551540, 1.003507602,
2425.205414921, 1.003518500,
2425.246278501, 1.003560905,
2425.266710241, 1.003523198,
2425.287141981, 1.003283411,
2425.430164152, 1.003458525,
2425.450595990, 1.003535762,
2425.471027628, 1.003334768,
2425.491459366, 1.003424250,
2425.511891103, 1.003690077,
2425.532322840, 1.003635025,
2425.552754677, 1.003644089,
2425.573186314, 1.003512149,
2425.614049887, 1.003564551,
2425.634481524, 1.003312164,
2425.654913260, 1.003660927,
2425.675345095, 1.003284089,
2425.695776731, 1.003644905,
2425.716208467, 1.003496010,
2425.736640302, 1.003496717,
2425.757071937, 1.003694059,
2425.777503772, 1.003588429,
2425.797935506, 1.003676997,
2425.818367241, 1.003691442,
2425.838798975, 1.003722196,
2425.859230709, 1.003686484,
2425.879662443, 1.003342359,
2425.900094177, 1.003566229,
2425.920525910, 1.003606521,
2425.940957644, 1.003527672,
2425.961389477, 1.003482428,
2425.981821110, 1.003532886,
2426.002252842, 1.003452321,
2426.022684675, 1.003623571,
2426.043116307, 1.003828801,
2426.063548140, 1.004015987,
